,30HAJ17CT003,30HAJ17CT001,30HAJ17CT002,30HAJ17CT012,30HAJ17CT010,30HAJ17CT011,30HAJ17CT006,30HAJ17CT004,30HAJ17CT005,30HAJ17CT015,30HAJ17CT013,30HAJ17CT014,30HAJ17CT007,30HAJ17CT008,30HAJ17CT009,30HAJ17CT016,30HAJ17CT017,30HAJ17CT018
Sun Apr 10 01:16:39  2016,25.8263,679.9557,676.3373,775.4236,748.4554,762.5799,717.1498,668.9626,662.174,761.401,687.6227,718.5966,616.6505,661.8409,643.3882,652.3529,705.1052,669.2955
Sun Apr 10 01:31:38  2016,685.7527,678.2187,676.9162,780.6027,753.5993,765.6763,722.2568,666.6063,660.4418,770.1039,691.3936,720.0555,617.3242,664.251,644.3519,655.3808,708.8889,673.4882
Sun Apr 10 01:47:19  2016,25.3292,683.5765,683.5765,780.8988,766.8565,775.5715,708.5086,675.1354,664.2953,773.2062,698.2169,731.0131,621.2009,661.7965,647.3764,662.7398,712.6754,677.9731
Sun Apr 10 02:01:19  2016,-323.6841,682.0834,684.4013,780.8988,744.4916,760.0751,716.6675,676.7269,666.173,768.7751,688.0577,716.5547,620.6265,665.1175,649.3934,653.3621,709.0344,671.3192
Sun Apr 10 02:16:19  2016,388.6353,684.691,685.7055,789.7943,756.5416,764.349,713.6063,674.3677,664.873,784.0098,699.6697,725.4579,617.8543,660.7418,643.7318,656.9673,710.9274,669.7291
Sun Apr 10 02:31:19  2016,24.8321,680.9248,683.0974,787.2718,754.1876,764.0541,706.9077,672.5321,663.429,782.2318,695.893,723.121,616.7499,658.7657,641.1846,654.5155,710.7817,669.8737
Sun Apr 10 02:47:18  2016,31.3447,689.9101,691.941,787.4201,761.1063,772.024,719.8766,679.7665,669.7853,789.6459,701.2684,726.6269,622.0626,669.7408,648.2408,657.2558,708.7432,671.3192
Sun Apr 10 03:01:19  2016,25.3292,698.3292,699.6368,773.6495,751.9819,767.5943,732.5893,689.62,675.2801,767.1516,691.8289,718.8883,626.947,673.7892,649.6816,651.9205,701.179,666.4058
Sun Apr 10 03:16:19  2016,25.3292,698.7651,698.0387,785.937,756.6887,768.6275,729.6636,686.1403,674.7015,781.3431,699.0886,725.3119,625.9412,669.8854,647.2324,655.6693,708.1609,670.8855
Sun Apr 10 03:32:19  2016,25.3292,689.62,694.4083,786.2336,759.7806,770.8423,717.2507,680.2008,671.3754,784.7509,701.2684,725.604,622.7807,669.7408,648.0967,656.8231,709.3256,671.6083
Sun Apr 10 03:48:18  2016,26.0808,706.6166,701.0901,789.7943,742.1445,757.7191,726.1554,692.8117,681.3593,790.2396,701.2684,719.9096,629.1027,671.7646,650.9786,654.0829,711.0731,672.4759
Sun Apr 10 04:02:19  2016,25.3292,696.9213,701.2802,794.5472,764.2015,779.4183,729.3712,683.6769,677.74,796.4799,706.7951,730.7205,627.5219,672.4876,651.267,662.0179,716.1286,676.9157
Sun Apr 10 04:16:59  2016,1099.3309,701.8617,701.1348,798.814,763.7139,779.9649,718.4625,687.4449,678.7977,788.0135,708.3513,732.5775,627.5219,667.5732,649.5375,664.0392,717.0035,676.1922
Sun Apr 10 04:31:59  2016,25.3292,710.8831,709.7181,785.1501,752.9659,766.9586,734.2443,698.0387,680.1006,784.5571,702.8229,728.9207,631.4027,673.2106,652.9967,658.3656,712.9221,675.1795
Sun Apr 10 04:47:59  2016,2015.3364,700.1175,702.734,786.6329,753.8482,765.6309,732.3416,689.765,676.4821,780.261,699.6251,722.6381,627.2344,673.3553,649.8257,654.6154,707.8251,669.3957
Sun Apr 10 05:01:59  2016,25.3292,702.2979,702.8794,781.7418,753.8482,766.3685,721.089,693.102,674.8906,774.7867,695.558,722.2,625.7975,667.2843,648.529,653.1735,703.7514,666.3614
Sun Apr 10 05:16:59  2016,2015.3364,685.7501,686.3298,801.0466,761.9451,773.4563,713.752,670.6526,665.1619,785.2983,705.0045,731.8458,617.8984,653.4293,638.1625,662.4067,720.2128,676.9157
Sun Apr 10 05:32:00  2016,25.3292,688.9395,686.3298,787.0779,766.8111,777.153,704.2889,674.5568,667.6177,785.5949,701.0784,728.4821,619.4777,655.1595,642.6241,659.6642,710.0089,672.4315
Sun Apr 10 05:47:59  2016,93.1021,683.6769,685.4156,783.2233,755.9077,769.7631,708.072,673.5444,666.6063,780.1129,701.3691,726.2897,619.4777,658.6215,645.792,658.2213,710.5914,673.0099
Sun Apr 10 06:01:59  2016,25.3292,690.6354,690.6354,784.7053,765.4834,781.89,708.3631,677.8847,670.3635,788.413,706.0228,730.8218,622.4935,663.6734,646.9443,660.0972,710.0089,672.2869
Sun Apr 10 06:16:59  2016,25.3292,689.475,694.118,776.4134,771.5355,791.0848,720.7522,685.1258,672.8213,776.7092,700.3517,732.2848,625.0792,670.0299,654.2944,662.6954,707.5341,674.8901
Sun Apr 10 06:31:39  2016,25.3292,692.0862,696.2958,779.3727,780.1129,796.2854,719.4388,683.532,674.4122,775.9697,704.1317,738.1415,626.0849,673.066,656.0248,665.8724,708.4074,674.8901
Sun Apr 10 06:47:39  2016,35.7102,720.0225,715.7926,754.5836,759.588,778.0407,730.98,711.2753,687.4449,762.8293,688.0131,718.6976,640.6089,682.6182,662.5183,650.4348,691.8401,662.6066
Sun Apr 10 07:01:40  2016,1193.4054,685.1258,689.0399,775.3781,766.8111,785.8915,726.0093,681.0696,670.2189,776.2655,700.3517,729.798,622.9244,675.6696,655.0154,660.6744,705.3514,672.7207
Sun Apr 10 07:16:39  2016,771.2065,690.0551,693.9728,774.491,781.0013,793.4613,716.8133,683.6323,672.5321,775.2303,702.2413,735.7979,624.0735,671.0417,654.5385,663.7061,705.2059,672.2869
Sun Apr 10 07:31:40  2016,29.3889,712.2949,713.4606,757.3794,748.1165,770.6492,735.8098,707.6353,687.7349,755.6135,695.2676,721.7621,634.2786,677.1166,658.4772,653.6061,693.8718,663.4729
Sun Apr 10 07:47:39  2016,25.3292,732.1503,727.9092,778.3367,757.5266,777.4489,751.5077,720.7522,697.3124,764.0087,697.1554,724.5365,640.321,675.8143,661.0748,655.048,707.5341,671.564
Sun Apr 10 08:01:40  2016,25.3292,699.3462,701.0901,792.7185,778.0407,798.219,722.9419,687.7349,677.3058,777.0051,721.3242,749.1447,627.3781,668.5847,653.4293,674.5451,718.8997,684.4454
Sun Apr 10 08:16:40  2016,35.5596,720.0225,717.5425,783.0296,765.7784,790.6393,735.0776,709.3821,688.8949,777.8928,702.9236,731.9471,635.7169,673.3553,659.0544,659.9529,711.0283,674.1669
Sun Apr 10 08:31:19  2016,25.3292,692.9568,697.7481,794.3529,784.7053,799.4093,704.2889,679.0427,673.689,788.8582,718.1141,747.2354,620.9137,661.0748,649.1053,668.0394,715.5454,676.3369
Sun Apr 10 08:47:20  2016,25.4795,696.441,697.8934,792.4214,780.261,792.867,718.7094,683.3871,676.0035,782.0381,719.427,745.6205,623.6426,661.9409,647.8086,669.4846,716.4202,679.3762
Sun Apr 10 09:01:20  2016,25.3292,715.0637,716.23,784.8536,765.926,781.1495,727.0322,705.1617,690.3452,774.7867,710.244,737.2626,633.991,666.8508,655.448,665.5835,712.3392,677.6393
Sun Apr 10 09:16:20  2016,25.3292,711.1744,719.7756,784.7053,773.3085,782.6307,716.8582,704.8707,690.3898,773.8997,713.1573,742.8327,634.71,670.319,659.6315,667.028,711.0283,678.6525
Sun Apr 10 09:31:20  2016,25.3292,700.4081,706.5159,790.6393,815.069,842.0744,723.2789,692.2313,683.2868,784.1125,740.0468,769.1725,628.1409,665.1619,654.0503,684.9691,718.462,684.4454
Sun Apr 10 09:47:20  2016,27.029,748.761,745.2372,723.9972,738.3331,761.5483,782.5401,742.8897,708.9901,725.3119,698.3621,712.4736,650.1583,710.8383,680.4904,642.5571,671.8975,658.8984
Sun Apr 10 10:01:21  2016,25.3292,704.8707,713.8977,720.0555,751.9819,772.024,748.1284,707.4897,683.532,722.6829,696.3286,715.9714,629.8214,684.3567,661.6521,642.989,662.9841,651.5879
Sun Apr 10 10:16:20  2016,25.3292,708.9454,716.6675,730.3267,766.9018,785.8343,756.2139,714.0435,685.8505,728.4258,704.5121,730.9118,633.5595,691.3161,670.1745,655.7136,678.1624,663.5616
Sun Apr 10 10:32:20  2016,266.3139,738.6381,760.6763,768.3776,819.1987,851.8193,768.1966,743.5781,728.3927,771.0353,764.0993,791.0276,659.6315,704.826,692.3317,701.8946,704.4226,693.3805
Sun Apr 10 10:48:21  2016,726.033,746.2647,762.4445,791.3246,826.9883,865.7411,797.6817,753.6111,730.2936,780.1014,784.3518,801.7338,662.2739,733.4673,718.4176,712.4175,717.9682,708.788
Sun Apr 10 11:02:01  2016,25.8263,705.4974,723.4249,768.3776,837.5012,873.7866,782.2438,708.1168,696.9213,763.7024,767.6396,798.9056,638.7823,716.0842,693.3922,706.4481,705.0491,695.893
Sun Apr 10 11:17:00  2016,25.8263,705.5421,723.4698,760.0184,823.8865,861.5447,786.736,704.6245,693.1912,757.8096,758.3985,785.4351,636.1926,712.8777,686.1403,695.2563,698.798,689.0728
Sun Apr 10 11:32:01  2016,31.1363,704.3784,720.55,749.8679,828.9844,863.8171,785.105,703.9421,691.0147,747.6646,755.0134,786.1765,634.7985,712.0483,684.3009,695.1111,692.119,682.8405
Sun Apr 10 11:48:00  2016,36.857,710.7823,724.6382,756.3377,816.4028,849.6011,786.1429,705.6876,695.5139,757.8096,748.9864,776.6977,638.1071,713.5054,686.6197,689.162,694.5864,686.1731
Sun Apr 10 12:02:00  2016,36.2083,693.9169,700.3075,737.4427,780.5911,797.3606,735.5619,689.2296,673.2996,739.7873,704.6015,733.4891,624.6923,674.5568,649.5819,660.852,672.0309,658.0215
Sun Apr 10 12:17:01  2016,28.0353,688.3594,698.2286,777.3804,765.4152,771.1716,730.5861,681.0696,674.6013,779.8964,705.3735,731.0466,623.4989,675.525,652.5642,660.8963,698.932,667.9282
Sun Apr 10 12:32:01  2016,24.8321,706.4711,715.0637,774.468,803.8535,810.4154,724.6944,699.7375,683.3871,777.8698,707.7465,745.8913,631.2148,672.2986,654.5385,669.6066,706.3473,671.1078
Sun Apr 10 12:32:21  2016,24.8321,703.8526,712.5863,774.468,804.8967,811.7591,722.7959,696.832,681.9386,775.9467,709.3477,746.6253,630.3522,671.7203,654.1058,670.7629,706.3473,671.2524
Sun Apr 10 12:48:00  2016,906.8976,729.0338,732.9833,759.3157,753.5764,774.0699,749.5521,713.9539,690.8809,759.1685,695.1445,722.8063,636.6354,673.2664,655.1152,657.3777,697.9597,665.0833
Sun Apr 10 13:02:00  2016,24.3351,707.9825,716.7237,765.5058,774.957,791.1073,738.6495,697.9494,684.602,778.8487,703.863,734.6488,633.6149,680.7913,656.3689,662.0399,697.5685,666.8611
Sun Apr 10 13:16:41  2016,34.2161,715.2208,721.3474,760.3921,779.4408,787.2943,728.5053,704.4457,685.4269,772.342,707.1083,736.451,637.4543,684.0782,659.3542,662.7617,690.3556,662.7173
Sun Apr 10 13:31:41  2016,23.3412,731.8691,740.6564,747.5966,765.2562,773.5242,744.91,719.5513,691.6622,756.1677,698.3842,727.2337,642.3032,683.8888,661.619,656.6009,687.3103,661.2738
Sun Apr 10 13:32:21  2016,23.3412,730.4063,739.3372,748.9184,769.388,777.221,737.7253,716.9256,691.372,757.7867,700.4185,730.1578,641.5834,682.2953,660.4643,658.6206,688.6152,662.1399
Sun Apr 10 13:48:21  2016,34.2161,762.8528,769.6389,734.2546,752.0043,767.0264,759.4641,740.803,700.6654,738.2089,694.3181,717.8894,657.1901,696.9886,670.9085,650.501,681.0354,656.6121
Sun Apr 10 14:02:21  2016,34.2161,755.0483,759.7585,722.2672,737.6229,758.3303,769.6389,740.5098,706.4824,729.4266,691.8509,707.1083,656.4688,703.9647,672.9327,645.8908,673.6548,654.3046
Sun Apr 10 14:17:01  2016,1460.1677,757.4027,765.6996,734.9416,743.1484,767.2762,773.1841,740.07,705.0275,735.1331,693.838,713.7623,654.8824,702.2197,672.0651,650.501,682.0046,658.1545
Sun Apr 10 14:32:01  2016,34.7141,709.5839,721.5382,748.5343,769.002,778.1657,733.5237,699.6928,682.8635,766.0959,708.6198,734.311,636.6354,692.9681,662.5739,661.9955,689.6417,665.9056
Sun Apr 10 14:48:01  2016,24.3351,688.0807,699.0109,783.4511,769.5471,779.3043,727.9655,680.691,673.3109,780.8303,713.9642,741.0051,622.6924,672.5433,653.3406,667.2946,709.0679,673.5214
Sun Apr 10 15:01:41  2016,35.0615,694.3636,704.6805,791.8615,780.5911,797.6581,736.6434,687.5453,680.7355,798.0013,718.7311,749.3254,628.34,679.5327,658.7214,673.7549,720.3923,680.8574
Sun Apr 10 15:16:21  2016,26.0345,713.6063,720.1684,811.7707,786.0281,811.0242,766.3804,699.4468,691.0706,782.9611,754.7193,769.1611,635.2853,692.0415,673.9338,690.0767,734.086,707.3772
Sun Apr 10 15:31:22  2016,147.1673,706.7621,717.3966,762.3304,747.9131,762.0357,788.425,698.4745,691.5058,748.252,722.2898,738.8178,633.4157,707.2994,680.8803,664.4169,695.9936,680.0443
Sun Apr 10 15:47:21  2016,25.8263,722.1108,739.9571,770.7969,753.407,794.0557,802.8917,716.7123,715.9833,770.0585,758.8516,753.9952,649.8701,722.2119,698.9103,685.9836,711.5661,702.2527
Sun Apr 10 16:01:22  2016,23.6417,715.6582,732.8934,765.6877,719.6292,748.0262,821.4218,710.6592,702.0184,757.4813,719.7751,725.1771,639.8563,720.3819,692.2092,654.571,700.4636,686.675
Sun Apr 10 16:16:21  2016,24.8321,695.2347,701.9177,732.2961,687.7344,705.4521,746.0276,686.5306,671.1863,738.5925,683.2418,685.5601,622.8361,692.823,666.762,632.1653,671.2415,658.2437
Sun Apr 10 16:31:22  2016,24.8321,699.4915,719.4388,787.7399,774.5594,804.6907,774.2074,700.3187,693.9728,777.0735,763.045,763.7821,631.7899,709.8751,687.5008,685.1812,717.0261,701.7384
Sun Apr 10 16:47:22  2016,25.6298,694.5535,709.2365,741.389,747.1114,769.9338,773.9117,695.7149,681.6489,720.3252,734.9421,735.967,626.2286,704.2442,676.9719,665.1726,681.8603,674.1894
Sun Apr 10 17:01:21  2016,35.8608,715.2095,728.8312,750.9307,751.6656,770.2291,786.7933,712.4406,699.9274,731.5759,736.4064,740.8025,638.3064,711.0848,681.6044,668.6399,688.6715,680.8466
Sun Apr 10 17:16:22  2016,36.3589,708.1168,725.6159,741.6823,765.8467,795.0163,777.2104,708.699,697.7928,727.5265,746.2305,749.1675,637.7751,711.1296,681.5041,673.0211,687.7011,679.7328
Sun Apr 10 17:32:22  2016,36.2083,699.3909,710.5918,730.552,675.1907,691.8514,764.361,710.4462,693.8723,739.2352,673.2659,667.0505,635.1857,695.1342,676.8716,620.4382,676.1145,666.2838
Sun Apr 10 17:48:22  2016,871.5199,725.2225,723.6158,785.3214,702.7448,708.5643,783.4745,708.7437,688.694,786.2567,675.8696,669.6516,631.2036,695.4692,664.9174,621.8744,699.7483,668.5955
Sun Apr 10 18:02:02  2016,41.3774,736.0913,751.6432,768.2076,717.1606,744.2209,811.7827,743.2281,723.8068,754.3575,735.1335,705.6537,652.553,719.0909,689.8542,655.259,703.8188,687.5562
Sun Apr 10 18:17:02  2016,37.3552,706.4598,730.676,788.6301,782.2548,810.8063,798.6658,702.9688,709.662,794.616,772.6381,769.5361,639.0147,724.6382,692.1754,690.8804,713.7628,704.7361
Sun Apr 10 18:32:02  2016,26.8207,708.0607,724.0989,771.6492,724.7951,747.3485,777.7453,708.3518,695.1229,759.1124,720.9987,723.6267,637.7197,711.0735,683.0416,658.0439,707.355,689.0507
Sun Apr 10 18:48:02  2016,37.3552,712.2836,723.0766,758.6706,699.737,718.3723,779.2252,712.575,694.1067,749.303,702.0626,702.9349,638.2952,706.9971,679.7108,641.2285,697.8036,679.677
Sun Apr 10 18:48:42  2016,26.8207,715.6356,727.8978,757.0512,697.4125,717.4971,776.5618,713.8864,697.4464,750.6254,699.4464,701.4811,639.3025,707.2881,679.8555,640.6527,696.4964,678.9531
Sun Apr 10 19:02:22  2016,37.3552,709.5165,720.0112,759.5994,681.6484,696.2953,766.9592,712.2836,691.6396,762.8408,681.6484,686.7197,637.1442,706.8516,681.0139,629.5776,699.2564,678.9531
Sun Apr 10 19:17:03  2016,37.3552,705.2959,715.0524,747.1,677.0159,696.8762,774.4915,706.6053,689.4637,746.2643,677.1606,667.3282,632.8293,699.8715,677.5395,619.7092,682.6178,665.9836
Sun Apr 10 19:32:03  2016,37.3552,706.4598,717.8229,753.3166,682.7068,698.5187,787.6716,706.6053,692.5102,756.1115,681.693,672.576,636.4249,714.5703,685.3599,624.1614,688.7494,673.9778
Sun Apr 10 19:48:02  2016,41.876,726.7286,727.8978,777.6993,693.1907,701.6151,801.9406,713.8864,693.9615,782.7332,673.1989,665.6835,638.8708,715.4449,681.3035,621.1893,703.4159,677.8842
Sun Apr 10 20:01:42  2016,37.3552,728.1902,730.2373,779.0311,703.7961,709.4712,794.0562,710.0989,693.2358,784.4089,680.8685,668.4285,637.8636,711.3649,679.7108,625.83,701.8612,673.8776
Sun Apr 10 20:16:42  2016,37.3552,702.678,705.8778,759.2482,684.9246,689.8538,785.1506,688.8836,673.5331,769.6155,663.6617,654.4269,624.637,699.145,671.3197,614.0554,691.1147,662.8954
Sun Apr 10 20:31:43  2016,26.8207,691.9298,695.5585,759.588,673.9666,682.9407,779.9654,683.9554,666.1618,765.041,658.3656,648.1293,618.1744,698.9997,664.0954,607.7426,691.4048,660.7301
Sun Apr 10 20:47:42  2016,26.8207,702.0964,705.8778,757.2322,685.6937,691.9293,784.7058,689.1737,673.5331,761.843,661.6849,654.327,623.4878,701.6156,669.2961,612.3775,689.7087,659.3312
Sun Apr 10 21:01:43  2016,26.8207,700.9335,702.2418,757.1302,676.3256,683.1302,789.1554,690.189,671.7979,766.7089,657.9771,650.9115,623.7751,703.0695,668.5735,610.0818,691.8847,662.5066
Sun Apr 10 21:16:42  2016,37.3552,699.1896,705.7323,757.8663,685.5934,692.4092,783.0756,690.334,674.5456,767.0493,663.8948,656.6788,625.2117,702.3425,672.0426,614.5742,691.9293,661.3961
Sun Apr 10 21:31:42  2016,26.8207,710.2445,713.4493,749.6758,685.493,689.5524,784.8541,693.381,678.3077,754.6741,664.8057,651.1,626.6485,704.6693,670.7415,613.8566,689.4632,661.3961
Sun Apr 10 21:47:43  2016,37.3552,711.264,711.4096,755.5567,687.8123,693.6149,785.8919,697.5916,679.7552,765.0295,665.3834,656.1462,629.6666,709.1805,674.6458,615.0488,688.4927,659.42
Sun Apr 10 22:01:43  2016,41.2267,713.8864,714.1779,759.6785,689.9875,695.7925,782.7793,694.6428,680.624,764.882,667.4058,656.1462,628.1851,705.2064,671.3197,616.9149,694.5864,663.7504
Sun Apr 10 22:16:23  2016,26.3235,742.9799,759.4412,764.0993,703.494,723.0198,798.0706,744.8421,731.8463,761.6389,700.7318,688.1023,659.2874,732.4879,701.7163,638.6156,705.4856,689.0728
Sun Apr 10 22:31:22  2016,36.7064,707.624,722.0546,781.8329,815.1608,857.8654,732.7242,695.5139,694.1067,769.4564,759.973,783.759,633.7917,684.0112,665.9285,699.6138,713.2021,701.8499
Sun Apr 10 22:47:23  2016,37.4596,750.3206,771.0928,757.1755,781.6848,812.4714,751.1571,745.7227,716.3197,761.3442,726.2334,744.2432,660.1533,700.2628,678.7977,670.3406,701.2238,680.3339
Sun Apr 10 23:01:23  2016,36.5558,714.4246,725.8069,815.3104,823.5408,868.4714,735.3141,705.5421,698.5638,800.0962,761.8883,784.3518,641.1292,686.0399,668.3845,700.5864,740.9263,705.2953
Sun Apr 10 23:16:23  2016,37.6102,728.775,753.2604,732.5211,835.6968,859.0759,763.8618,725.5146,707.1874,735.4486,735.5951,778.1317,651.4997,714.0883,686.1849,692.4539,695.8483,687.2882
Sun Apr 10 23:31:23  2016,26.3235,716.3197,734.4356,727.7961,847.8484,865.5429,757.3347,720.2582,702.9241,728.4258,746.3997,786.8268,649.338,708.1168,687.4895,698.1163,689.3182,688.8831
Sun Apr 10 23:47:23  2016,36.7064,717.1946,729.1686,727.2564,806.8004,839.1561,761.6055,702.3425,695.2234,721.5599,732.8138,760.5623,635.9049,699.6368,669.2516,676.8042,680.4787,673.8219
Mon Apr 11 00:01:23  2016,25.8263,728.3927,758.4672,719.6627,904.1602,902.0148,770.2635,734.3906,724.1551,720.8301,771.4785,820.396,658.6658,710.5471,695.4245,718.3497,690.0434,695.1224
Mon Apr 11 00:01:43  2016,-144.5506,731.0249,765.9832,718.9332,908.6083,906.6136,771.5928,738.9312,731.1712,722.4358,776.2085,826.2385,662.7071,711.8579,697.8934,721.9979,690.4786,696.5744
Mon Apr 11 00:16:43  2016,25.3292,725.4698,749.6425,739.404,813.2183,860.2868,771.2973,719.7307,710.4462,736.3724,748.6474,779.7598,650.114,722.897,697.3124,696.8536,693.1348,690.088
Mon Apr 11 00:32:44  2016,25.3292,714.5255,731.3175,730.8668,836.252,870.0944,757.6857,717.2507,697.7481,729.843,740.8248,784.7509,647.0883,711.6674,691.3161,697.2,689.8538,686.084
Mon Apr 11 00:48:43  2016,26.5317,727.0322,739.5174,732.8701,822.9993,875.0611,754.3014,725.4249,706.0346,733.3091,742.5394,781.5938,650.5463,705.5534,689.5754,694.832,691.695,687.4891
Mon Apr 11 01:02:43  2016,35.7102,713.5054,731.9026,726.9754,848.6609,883.5383,758.569,710.4014,700.6541,732.1385,746.8966,793.8614,643.632,709.483,687.2554,702.8229,689.0394,687.2995
Mon Apr 11 01:17:43  2016,25.3292,756.9951,785.6525,752.4796,852.4351,897.1278,812.4377,774.2074,749.4955,759.2935,784.5115,817.4151,677.9849,742.5062,725.526,725.7052,703.5613,705.1613
Mon Apr 11 01:32:44  2016,26.6821,730.4398,759.0561,745.9141,881.7568,908.5139,763.1362,733.6137,722.3578,745.0335,762.9768,818.5082,657.6116,719.6858,702.6446,716.2182,697.2113,696.34
Mon Apr 11 01:48:23  2016,25.3292,713.9426,726.7849,724.1995,833.9511,862.0109,749.3486,702.8347,694.0175,720.3026,730.4843,774.7413,634.9977,697.1224,672.0538,684.9691,676.771,674.1669
Mon Apr 11 02:02:23  2016,26.5317,704.0428,715.4001,716.0276,771.6377,801.7454,757.731,695.1342,684.3009,710.6361,701.0337,734.5815,631.1152,693.2025,661.9409,662.5066,668.1952,663.2841
Mon Apr 11 02:17:24  2016,31.9466,695.9048,709.5725,756.0096,808.7511,834.0552,738.6381,685.4156,681.4038,740.0016,724.0534,762.6367,627.6655,681.0251,654.1501,682.4617,697.9935,678.2739
Mon Apr 11 02:32:23  2016,35.5596,746.7051,766.7209,782.437,770.0131,812.035,751.3607,744.3116,728.3477,784.5115,735.7529,760.4265,665.1175,700.4641,692.1866,686.2289,723.9188,700.6089
Mon Apr 11 02:48:24  2016,25.3292,738.593,758.4219,798.4708,783.4741,835.5581,744.1649,735.6633,725.4249,789.703,742.3476,767.5035,662.5183,701.9177,691.6063,691.0142,741.9641,709.6729
Mon Apr 11 03:02:24  2016,25.3292,759.1581,769.0369,773.7065,763.2263,802.0432,769.3321,749.4504,738.3,774.5934,721.7172,740.4414,669.4518,718.9563,704.2442,673.3436,726.5933,697.4572
Mon Apr 11 03:17:24  2016,36.4632,750.332,768.1512,788.9609,779.3272,825.3507,743.2847,738.3,733.6137,795.9881,729.8993,754.2442,663.8177,709.0462,694.5088,679.0309,726.4921,695.6139
Mon Apr 11 03:32:24  2016,27.7345,772.4338,782.4945,782.4825,779.9649,830.3468,769.0369,761.0729,744.3116,799.2604,735.2122,756.7906,678.8534,728.7413,711.3762,685.5488,731.6096,704.0423
Mon Apr 11 03:48:04  2016,25.3292,767.2657,779.9769,766.9586,783.4171,817.8063,779.6808,756.2139,735.6633,772.6151,727.4588,748.9978,673.6445,732.5443,705.1169,679.365,722.4471,695.9489
Mon Apr 11 04:02:05  2016,35.2121,766.1876,775.4925,757.5719,766.8565,801.5391,771.502,754.2562,732.3979,765.3813,719.1801,737.3076,672.2986,729.8662,701.873,672.2756,712.9668,690.8691
Mon Apr 11 04:17:04  2016,35.3627,754.6974,758.4219,745.3721,749.1898,789.349,785.2648,745.4405,728.0104,751.4391,709.2695,724.7275,665.5064,730.0125,694.3191,663.6505,701.0784,680.3339
Mon Apr 11 04:32:04  2016,35.7102,755.9196,768.4464,749.9696,784.0554,828.1882,772.286,750.185,742.9913,769.8539,743.2163,761.0042,672.343,737.9619,718.2269,689.2624,717.8223,703.2592
